index,psnr_noisy,ssim_noisy,psnr_denoised,ssim_denoised
0000,23.412069235331423,0.8232702612876892,,
0001,20.720049380064044,0.7858836650848389,,
0002,21.361551688666125,0.8159632682800293,,
0003,22.388012392335277,0.8562934994697571,,
0004,20.449562224960452,0.7826039791107178,,
0005,22.898401297612544,0.8709394335746765,,
0006,21.13295828816165,0.7006688714027405,,
0007,20.344048155587977,0.7114234566688538,,
0008,22.1909837116629,0.8028237223625183,,
0009,26.23904602637876,0.9394938349723816,,
0010,25.53457910905363,0.8962178230285645,,
0011,19.97935605783912,0.739031970500946,,
0012,13.620224310626687,0.30860966444015503,,
0013,17.93090657688766,0.326267272233963,,
0014,17.484013606139023,0.38648721575737,,
0015,12.879804809226131,0.3075902462005615,,
0016,13.121353272745742,0.41768789291381836,,
0017,21.516380547122495,0.7473936080932617,,
0018,21.070672557876954,0.7807943820953369,,
0019,25.29021513909834,0.8967292904853821,,
0020,26.38049635717714,0.8580396175384521,,
0021,20.482121934737055,0.713115930557251,,
0022,21.252128659295746,0.8027928471565247,,
0023,20.255090866645226,0.7807566523551941,,
0024,18.9910444637391,0.7402060031890869,,
0025,21.764747653253657,0.816870927810669,,
0026,23.62757135024811,0.8301437497138977,,
0027,20.94930422069924,0.7369102835655212,,
0028,23.906889940466243,0.8704416155815125,,
0029,21.138806397008373,0.853173017501831,,
0030,22.563047701218824,0.825049877166748,,
0031,16.174259943544843,0.30790603160858154,,
0032,15.515598410447573,0.2670113742351532,,
0033,18.778476562178405,0.38782382011413574,,
0034,19.470673101955278,0.5637735724449158,,
0035,12.636135116163194,0.27957451343536377,,
0036,12.656439001495379,0.2575259208679199,,
0037,28.85322776136278,0.9583165645599365,,
0038,22.635136433554504,0.8457076549530029,,
0039,24.993803454835085,0.874812126159668,,
0040,27.49792440277939,0.9084897637367249,,
0041,20.553309332298788,0.7329435348510742,,
0042,20.875772592667975,0.7396842837333679,,
0043,21.90113700230803,0.8473424911499023,,
0044,24.679997554844363,0.906618595123291,,
0045,21.718439181312075,0.7794062495231628,,
0046,23.549171607394896,0.8243280053138733,,
0047,21.103651986270485,0.7230236530303955,,
0048,23.17141372254968,0.8509845733642578,,
0049,20.77311319144013,0.8502486348152161,,
0050,22.571696805378707,0.8199151158332825,,
0051,20.35225588717996,0.785923957824707,,
0052,7.9392711118081145,0.09993527084589005,,
0053,19.661196741358587,0.3364182412624359,,
0054,17.242008732017894,0.5049922466278076,,
0055,12.941923556829853,0.26216185092926025,,
0056,14.649970066090685,0.31452319025993347,,
0057,29.344923478173584,0.9592884182929993,,
0058,21.913595922308964,0.8185718059539795,,
0059,24.803809577039342,0.8491151332855225,,
0060,26.295666148739084,0.8914015889167786,,
0061,21.732732190432756,0.7502624988555908,,
0062,20.92865256870633,0.7133185267448425,,
0063,22.170515264599477,0.8359748721122742,,
0064,23.33571008908756,0.8913004398345947,,
0065,21.66815954994363,0.7752262949943542,,
0066,25.740024014077246,0.8994585871696472,,
0067,23.62394289434278,0.8556671738624573,,
0068,19.8359384019827,0.6804347634315491,,
0069,23.020623989949442,0.9086629748344421,,
0070,24.53190317401866,0.8811141848564148,,
0071,20.56717225361262,0.8075857162475586,,
0072,16.8301578244387,0.2637980282306671,,
0073,19.267793683479784,0.3239324390888214,,
0074,15.662863062587942,0.3503192961215973,,
0075,12.669102510106207,0.21102647483348846,,
0076,14.148128508317875,0.16903066635131836,,
0077,23.404459863489105,0.8218225836753845,,
0078,22.411718673804586,0.8102146983146667,,
0079,25.213121477199877,0.8496508002281189,,
0080,19.94945487076434,0.3425089418888092,,
0081,23.053691551096126,0.8531553149223328,,
0082,20.6430303123074,0.6915553212165833,,
0083,22.4531266060333,0.8561103940010071,,
0084,23.2284201387756,0.887919008731842,,
0085,20.99746240764336,0.7412714958190918,,
0086,25.52551752516319,0.8918309211730957,,
0087,24.29486771132542,0.8636835217475891,,
0088,19.987767863488635,0.6995179057121277,,
0089,21.894797067881363,0.8895310759544373,,
0090,24.358367611626214,0.871755838394165,,
0091,21.052495065942868,0.8135941624641418,,
0092,18.016863242002216,0.25074824690818787,,
0093,20.33592515708842,0.3129778206348419,,
0094,15.859714240368685,0.44153526425361633,,
0095,13.212677666475264,0.27939334511756897,,
0096,13.281895546146945,0.15518324077129364,,
0097,24.49337283985033,0.869028627872467,,
0098,23.159600105960997,0.8301658630371094,,
0099,25.339205355534634,0.8766734004020691,,
0100,22.11170065462013,0.5916072726249695,,
0101,22.747323636285223,0.8721372485160828,,
0102,20.185882438693188,0.6979279518127441,,
0103,22.670795838910035,0.8683669567108154,,
0104,24.18999610620626,0.9004111886024475,,
0105,20.62623284878191,0.7139229774475098,,
0106,24.71368936076635,0.8769240379333496,,
0107,23.362678741691578,0.8534958362579346,,
0108,23.330136500840855,0.8501183390617371,,
0109,21.69024080336507,0.8955492973327637,,
0110,24.03700814766384,0.8683081269264221,,
0111,21.166484624133346,0.8107247352600098,,
0112,16.81852705807628,0.25764521956443787,,
0113,20.051223945137817,0.33450448513031006,,
0114,17.119098395966535,0.44912052154541016,,
0115,12.656016681663491,0.18014340102672577,,
0116,12.99164758357039,0.18046800792217255,,
0117,24.68519988026044,0.873104989528656,,
0118,22.61431085860286,0.8456518650054932,,
0119,25.573444413146014,0.8911281228065491,,
0120,26.622520661199363,0.8666138052940369,,
0121,24.773651234466566,0.9052419066429138,,
0122,19.185383061022666,0.6284967064857483,,
0123,22.358790734612057,0.8356218338012695,,
0124,22.62666219127629,0.880715548992157,,
